strYMDH,Time,Wind_Speed_in_kts,Wind_Gust_in_kts,Wind_Direction_in_deg,Visibility_in_mi,Precipitation_in_in,Precipitation_Type,Temperature,Dew_Point,Altimeter_in_in_H
2008-10-28 03,'2008-10-28 03:51 am CST,10,M,320,10,0,none,33.8,26.6,30.39
2008-10-28 04,'2008-10-28 04:51 am CST,9,M,300,10,0,none,32,24.8,30.37
2008-10-28 05,'2008-10-28 05:51 am CST,8,M,310,10,0,none,32,24.8,30.38
2008-10-28 06,'2008-10-28 06:51 am CST,9,M,310,10,0,none,32,24.8,30.38
2008-10-28 07,'2008-10-28 07:51 am CST,12,M,310,10,0,none,33.8,23,30.39
2008-10-28 08,'2008-10-28 08:51 am CST,15,M,330,10,0,none,37.4,21.2,30.39
2008-10-28 09,'2008-10-28 09:51 am CST,12,M,310,10,0,none,39.2,21.2,30.39
2008-10-28 10,'2008-10-28 10:51 am CST,13,20,320,10,0,none,41,21.2,30.37
2008-10-28 11,'2008-10-28 11:51 am CST,14,26,300,10,0,none,42.8,21.2,30.34
2008-10-28 24,'2008-10-28 12:51 pm CST,17,26,300,10,0,none,44.6,21.2,30.31
2008-10-28 13,'2008-10-28 01:51 pm CST,15,21,290,10,0,none,44.6,21.2,30.27
2008-10-28 14,'2008-10-28 02:51 pm CST,14,22,290,10,0,none,44.6,21.2,30.26
2008-10-28 15,'2008-10-28 03:51 pm CST,10,M,290,10,0,none,44.6,19.4,30.24
2008-10-28 16,'2008-10-28 04:51 pm CST,13,M,290,10,0,none,42.8,19.4,30.23
2008-10-28 17,'2008-10-28 05:51 pm CST,9,M,280,10,0,none,41,21.2,30.22
2008-10-28 18,'2008-10-28 06:51 pm CST,8,M,270,10,0,none,39.2,21.2,30.21
2008-10-28 19,'2008-10-28 07:51 pm CST,14,M,280,10,0,none,41,21.2,30.18
2008-10-28 20,'2008-10-28 08:51 pm CST,8,M,280,10,0,none,41,21.2,30.18
2008-10-28 21,'2008-10-28 09:51 pm CST,9,M,270,10,0,none,37.4,21.2,30.16
2008-10-28 22,'2008-10-28 10:51 pm CST,8,M,280,10,0,none,37.4,21.2,30.16
2008-10-28 23,'2008-10-28 11:51 pm CST,12,M,290,10,0,none,37.4,21.2,30.15
2008-10-29 00,'2008-10-29 12:51 am CST,9,M,290,10,0,none,35.6,21.2,30.13
2008-10-29 01,'2008-10-29 01:51 am CST,9,M,290,10,0,none,35.6,21.2,30.11
2008-10-29 02,'2008-10-29 02:51 am CST,8,M,290,10,0,none,35.6,21.2,30.1
2008-10-29 03,'2008-10-29 03:51 am CST,8,M,290,10,0,none,35.6,21.2,30.1
2008-10-29 04,'2008-10-29 04:51 am CST,8,M,290,10,0,none,33.8,21.2,30.1
2008-10-29 05,'2008-10-29 05:51 am CST,7,M,290,10,0,none,33.8,21.2,30.11
2008-10-29 06,'2008-10-29 06:51 am CST,7,M,300,10,0,none,33.8,21.2,30.13
2008-10-29 07,'2008-10-29 07:51 am CST,9,M,310,10,0,none,37.4,21.2,30.15
2008-10-29 08,'2008-10-29 08:51 am CST,6,M,350,10,0,none,41,21.2,30.17
2008-10-29 09,'2008-10-29 09:51 am CST,8,M,340,10,0,none,44.6,23,30.18
2008-10-29 10,'2008-10-29 10:51 am CST,7,M,340,10,0,none,46.4,21.2,30.19
2008-10-29 11,'2008-10-29 11:51 am CST,9,M,330,10,0,none,48.2,19.4,30.18
2008-10-29 24,'2008-10-29 12:51 pm CST,10,M,350,10,0,none,50,19.4,30.18
2008-10-29 13,'2008-10-29 01:51 pm CST,5,M,320,10,0,none,51.8,19.4,30.18
2008-10-29 14,'2008-10-29 02:51 pm CST,5,M,80,10,0,none,51.8,21.2,30.18
2008-10-29 15,'2008-10-29 03:51 pm CST,5,M,70,10,0,none,50,24.8,30.2
2008-10-29 16,'2008-10-29 04:51 pm CST,8,M,70,10,0,none,44.6,26.6,30.22
2008-10-29 17,'2008-10-29 05:51 pm CST,6,M,80,10,0,none,42.8,28.4,30.24
2008-10-29 18,'2008-10-29 06:51 pm CST,5,M,120,10,0,none,41,28.4,30.25
2008-10-29 19,'2008-10-29 07:51 pm CST,0,M,0,10,0,none,39.2,28.4,30.26
2008-10-29 20,'2008-10-29 08:51 pm CST,0,M,0,10,0,none,35.6,28.4,30.27
2008-10-29 21,'2008-10-29 09:51 pm CST,3,M,190,10,0,none,35.6,30.2,30.28
2008-10-29 22,'2008-10-29 10:51 pm CST,3,M,210,10,0,none,35.6,30.2,30.28
2008-10-29 23,'2008-10-29 11:51 pm CST,3,M,180,10,0,none,35.6,28.4,30.28
2008-10-30 00,'2008-10-30 12:51 am CST,3,M,180,10,0,none,33.8,28.4,30.29
2008-10-30 01,'2008-10-30 01:51 am CST,3,M,160,10,0,none,32,28.4,30.3
2008-10-30 02,'2008-10-30 02:51 am CST,5,M,190,10,0,none,33.8,28.4,30.3
2008-10-30 03,'2008-10-30 03:51 am CST,6,M,160,10,0,none,32,28.4,30.32
2008-10-30 04,'2008-10-30 04:51 am CST,6,M,170,10,0,none,32,28.4,30.34
2008-10-30 05,'2008-10-30 05:51 am CST,7,M,160,10,0,none,32,28.4,30.35
2008-10-30 06,'2008-10-30 06:51 am CST,9,M,180,10,0,none,35.6,28.4,30.36
2008-10-30 07,'2008-10-30 07:51 am CST,9,M,180,10,0,none,39.2,30.2,30.38
2008-10-30 08,'2008-10-30 08:51 am CST,12,M,180,10,0,none,44.6,26.6,30.38
2008-10-30 09,'2008-10-30 09:51 am CST,17,23,190,10,0,none,50,26.6,30.37
2008-10-30 10,'2008-10-30 10:51 am CST,14,M,200,10,0,none,53.6,28.4,30.36
2008-10-30 11,'2008-10-30 11:51 am CST,15,22,200,10,0,none,57.2,30.2,30.33
2008-10-30 24,'2008-10-30 12:51 pm CST,14,22,200,10,0,none,60.8,32,30.31
2008-10-30 13,'2008-10-30 01:51 pm CST,15,22,200,10,0,none,60.8,33.8,30.29
2008-10-30 14,'2008-10-30 02:51 pm CST,14,24,190,10,0,none,62.6,33.8,30.28
2008-10-30 15,'2008-10-30 03:51 pm CST,13,M,190,10,0,none,60.8,35.6,30.27
2008-10-30 16,'2008-10-30 04:51 pm CST,9,M,180,10,0,none,55.4,35.6,30.27
2008-10-30 17,'2008-10-30 05:51 pm CST,10,M,180,10,0,none,53.6,35.6,30.27
2008-10-30 18,'2008-10-30 06:51 pm CST,9,M,190,10,0,none,53.6,35.6,30.27
2008-10-30 19,'2008-10-30 07:51 pm CST,13,M,190,10,0,none,55.4,35.6,30.27
2008-10-30 20,'2008-10-30 08:51 pm CST,14,M,190,10,0,none,55.4,35.6,30.28
2008-10-30 21,'2008-10-30 09:51 pm CST,12,M,200,10,0,none,53.6,37.4,30.28
2008-10-30 22,'2008-10-30 10:51 pm CST,12,M,210,10,0,none,53.6,37.4,30.29
2008-10-30 23,'2008-10-30 11:51 pm CST,10,M,210,10,0,none,53.6,37.4,30.29
2008-10-31 00,'2008-10-31 12:51 am CST,10,M,210,10,0,none,53.6,37.4,30.3
2008-10-31 01,'2008-10-31 01:51 am CST,13,M,210,10,0,none,53.6,39.2,30.3
2008-10-31 02,'2008-10-31 02:51 am CST,9,M,200,10,0,none,51.8,39.2,30.3
2008-10-31 03,'2008-10-31 03:51 am CST,10,M,210,10,0,none,50,39.2,30.29
2008-10-31 04,'2008-10-31 04:51 am CST,10,M,210,10,0,none,50,39.2,30.3
2008-10-31 05,'2008-10-31 05:51 am CST,8,M,210,10,0,none,50,39.2,30.3
2008-10-31 06,'2008-10-31 06:51 am CST,7,M,220,10,0,none,48.2,39.2,30.3
2008-10-31 07,'2008-10-31 07:51 am CST,8,M,230,10,0,none,51.8,41,30.32
2008-10-31 08,'2008-10-31 08:51 am CST,14,M,220,10,0,none,57.2,42.8,30.31
2008-10-31 09,'2008-10-31 09:51 am CST,12,M,240,10,0,none,60.8,44.6,30.31
2008-10-31 10,'2008-10-31 10:51 am CST,8,M,240,10,0,none,62.6,46.4,30.32
2008-10-31 11,'2008-10-31 11:51 am CST,8,M,230,10,0,none,64.4,48.2,30.31
2008-10-31 24,'2008-10-31 12:51 pm CST,7,M,220,10,0,none,66.2,48.2,30.27
2008-10-31 13,'2008-10-31 01:51 pm CST,9,M,200,10,0,none,69.8,50,30.25
2008-10-31 14,'2008-10-31 02:51 pm CST,10,M,210,10,0,none,69.8,50,30.26
2008-10-31 15,'2008-10-31 03:51 pm CST,7,M,230,10,0,none,69.8,50,30.26
2008-10-31 16,'2008-10-31 04:51 pm CST,5,M,200,10,0,none,62.6,50,30.27
2008-10-31 17,'2008-10-31 05:51 pm CST,0,M,0,10,0,none,59,50,30.29
2008-10-31 18,'2008-10-31 06:51 pm CST,9,M,20,5,0.03,light snow,33.8,32,29.25
2008-10-31 19,'2008-10-31 07:51 pm CST,10,M,20,2,0.09,light snow,33.8,30.2,29.25
2008-10-31 20,'2008-10-31 08:51 pm CST,12,M,360,3,0.05,light snow,33.8,30.2,29.24
2008-10-31 21,'2008-10-31 09:51 pm CST,12,M,350,10,0.03,light snow,33.8,32,29.24
2008-10-31 22,'2008-10-31 10:51 pm CST,10,M,350,2,0.07,light snow,33.8,30.2,29.24
2008-10-31 23,'2008-10-31 11:51 pm CST,7,M,40,9,0,none,51.8,46.4,30.32
2008-11-01 00,'2008-11-01 12:51 am CST,5,M,10,6,0,mist,48.2,44.6,30.32
2008-11-01 01,'2008-11-01 01:51 am CST,6,M,20,10,0,none,48.2,44.6,30.32
2008-11-01 02,'2008-11-01 02:51 am CST,6,M,40,10,0,none,51.8,46.4,30.33
2008-11-01 03,'2008-11-01 03:51 am CST,12,M,30,10,0,none,51.8,44.6,30.33
2008-11-01 04,'2008-11-01 04:51 am CST,10,M,40,10,0,none,50,44.6,30.34
2008-11-01 05,'2008-11-01 05:51 am CST,10,M,40,10,0,none,48.2,44.6,30.34
2008-11-01 06,'2008-11-01 06:51 am CST,8,M,40,10,0,none,48.2,44.6,30.35
2008-11-01 07,'2008-11-01 07:51 am CST,9,M,30,10,0,none,50,44.6,30.37
2008-11-01 08,'2008-11-01 08:51 am CST,12,M,50,10,0,none,51.8,42.8,30.38
2008-11-01 09,'2008-11-01 09:51 am CST,9,M,40,10,0,none,51.8,42.8,30.38
2008-11-01 10,'2008-11-01 10:51 am CST,8,M,60,10,0,none,53.6,41,30.38
2008-11-01 11,'2008-11-01 11:51 am CST,8,M,50,10,0,none,53.6,41,30.36
2008-11-01 24,'2008-11-01 12:51 pm CST,9,M,40,10,0,none,51.8,42.8,30.36
2008-11-01 13,'2008-11-01 01:51 pm CST,10,M,40,10,0,none,51.8,42.8,30.35
2008-11-01 14,'2008-11-01 02:51 pm CST,12,M,50,10,0,none,50,41,30.34
2008-11-01 15,'2008-11-01 03:51 pm CST,14,M,40,10,0,none,50,41,30.35
2008-11-01 16,'2008-11-01 04:51 pm CST,12,M,50,10,0,none,48.2,41,30.34
2008-11-01 17,'2008-11-01 05:51 pm CST,10,M,40,10,0,none,48.2,41,30.35
2008-11-01 18,'2008-11-01 06:51 pm CST,6,M,40,10,0,none,48.2,42.8,30.35
2008-11-01 19,'2008-11-01 07:51 pm CST,6,M,40,10,0,none,50,42.8,30.34
2008-11-01 20,'2008-11-01 08:51 pm CST,7,M,50,10,0,none,50,42.8,30.35
2008-11-01 21,'2008-11-01 09:51 pm CST,7,M,60,10,0,none,50,44.6,30.34
2008-11-01 22,'2008-11-01 10:51 pm CST,10,M,60,10,0,none,50,44.6,30.32
2008-11-01 23,'2008-11-01 11:51 pm CST,6,M,50,10,0,none,50,44.6,30.32
2008-11-02 00,'2008-11-02 12:51 am CST,7,M,70,10,0,none,50,44.6,30.31
2008-11-02 01,'2008-11-02 01:51 am CST,8,M,80,10,0,none,51.8,42.8,30.3
2008-11-02 02,'2008-11-02 02:51 am CST,7,M,80,10,0,none,51.8,42.8,30.29
2008-11-02 03,'2008-11-02 03:51 am CST,7,M,90,10,0,none,51.8,42.8,30.28
2008-11-02 04,'2008-11-02 04:51 am CST,12,M,110,8,0.09,light rain,50,44.6,30.27
2008-11-02 05,'2008-11-02 05:51 am CST,6,M,100,9,0,rain,50,44.6,30.26
2008-11-02 06,'2008-11-02 06:51 am CST,10,M,120,6,0,haze,50,44.6,30.26
2008-11-02 07,'2008-11-02 07:51 am CST,9,M,120,6,0,mist,50,46.4,30.26
2008-11-02 08,'2008-11-02 08:51 am CST,9,M,140,7,0,none,53.6,46.4,30.25
2008-11-02 09,'2008-11-02 09:51 am CST,8,M,140,8,0,none,55.4,46.4,30.23
2008-11-02 10,'2008-11-02 10:51 am CST,8,M,160,9,0,none,59,48.2,30.21
2008-11-02 11,'2008-11-02 11:51 am CST,8,M,190,10,0,none,62.6,48.2,30.18
2008-11-02 24,'2008-11-02 12:51 pm CST,12,M,180,10,0,none,64.4,51.8,30.14
2008-11-02 13,'2008-11-02 01:51 pm CST,14,M,180,10,0,none,64.4,51.8,30.11
2008-11-02 14,'2008-11-02 02:51 pm CST,7,M,170,10,0,none,66.2,53.6,30.11
2008-11-02 15,'2008-11-02 03:51 pm CST,5,M,150,9,0,rain,64.4,55.4,30.1
2008-11-02 16,'2008-11-02 04:51 pm CST,6,M,180,9,0,none,60.8,53.6,30.1
2008-11-02 17,'2008-11-02 05:51 pm CST,10,M,190,10,0,none,64.4,53.6,30.09
2008-11-02 18,'2008-11-02 06:51 pm CST,9,M,190,10,0.01,light rain,64.4,55.4,30.09
2008-11-02 19,'2008-11-02 07:51 pm CST,9,M,180,10,0,rain,62.6,55.4,30.1
2008-11-02 20,'2008-11-02 08:51 pm CST,8,M,200,10,0,none,62.6,55.4,30.11
2008-11-02 21,'2008-11-02 09:51 pm CST,15,M,200,10,0,none,64.4,55.4,30.1
2008-11-02 22,'2008-11-02 10:51 pm CST,14,23,210,10,0,none,64.4,53.6,30.1
2008-11-02 23,'2008-11-02 11:51 pm CST,17,22,210,10,0,none,64.4,53.6,30.11
2008-11-03 00,'2008-11-03 12:51 am CST,12,M,230,10,0,none,62.6,51.8,30.12
2008-11-03 01,'2008-11-03 01:51 am CST,13,M,220,10,0,none,62.6,51.8,30.13
2008-11-03 02,'2008-11-03 02:51 am CST,6,M,250,10,0,none,62.6,51.8,30.13
2008-11-03 03,'2008-11-03 03:51 am CST,7,M,240,10,0,none,60.8,51.8,30.14
2008-11-03 04,'2008-11-03 04:51 am CST,6,M,230,10,0,none,60.8,51.8,30.16
2008-11-03 05,'2008-11-03 05:51 am CST,8,M,220,10,0,none,57.2,50,30.17
2008-11-03 06,'2008-11-03 06:51 am CST,7,M,200,10,0,none,55.4,48.2,30.18
2008-11-03 07,'2008-11-03 07:51 am CST,6,M,210,9,0,none,57.2,50,30.19
2008-11-03 08,'2008-11-03 08:51 am CST,10,M,210,10,0,none,60.8,51.8,30.19
2008-11-03 09,'2008-11-03 09:51 am CST,9,M,220,10,0,none,64.4,51.8,30.18
2008-11-03 10,'2008-11-03 10:51 am CST,10,M,220,10,0,none,68,53.6,30.16
2008-11-03 11,'2008-11-03 11:51 am CST,13,20,210,10,0,none,71.6,53.6,30.14
2008-11-03 24,'2008-11-03 12:51 pm CST,14,22,220,10,0,none,71.6,53.6,30.12
2008-11-03 13,'2008-11-03 01:51 pm CST,17,24,200,10,0,none,71.6,51.8,30.11
2008-11-03 14,'2008-11-03 02:51 pm CST,16,M,210,10,0,none,71.6,50,30.11
2008-11-03 15,'2008-11-03 03:51 pm CST,14,M,200,10,0,none,69.8,50,30.1
2008-11-03 16,'2008-11-03 04:51 pm CST,9,M,200,10,0,none,66.2,50,30.11
2008-11-03 17,'2008-11-03 05:51 pm CST,8,M,180,10,0,none,62.6,50,30.12
2008-11-03 18,'2008-11-03 06:51 pm CST,9,M,180,10,0,none,60.8,50,30.13
2008-11-03 19,'2008-11-03 07:51 pm CST,10,M,190,10,0,none,60.8,48.2,30.13
2008-11-03 20,'2008-11-03 08:51 pm CST,12,M,190,10,0,none,60.8,46.4,30.14
2008-11-03 21,'2008-11-03 09:51 pm CST,12,M,200,10,0,none,60.8,44.6,30.14
2008-11-03 22,'2008-11-03 10:51 pm CST,10,M,210,10,0,none,60.8,44.6,30.14
2008-11-03 23,'2008-11-03 11:51 pm CST,13,M,210,10,0,none,60.8,42.8,30.15
2008-11-04 00,'2008-11-04 12:51 am CST,12,M,210,10,0,none,59,42.8,30.14
2008-11-04 01,'2008-11-04 01:51 am CST,8,M,210,10,0,none,57.2,42.8,30.14
2008-11-04 02,'2008-11-04 02:51 am CST,7,M,200,10,0,none,55.4,42.8,30.14
2008-11-04 03,'2008-11-04 03:51 am CST,6,M,210,10,0,none,53.6,42.8,30.14
2008-11-04 04,'2008-11-04 04:51 am CST,5,M,200,10,0,none,53.6,42.8,30.14
2008-11-04 05,'2008-11-04 05:51 am CST,5,M,180,10,0,none,51.8,42.8,30.14
2008-11-04 06,'2008-11-04 06:51 am CST,5,M,170,10,0,none,50,42.8,30.14
2008-11-04 07,'2008-11-04 07:51 am CST,7,M,180,10,0,none,55.4,44.6,30.15
2008-11-04 08,'2008-11-04 08:51 am CST,8,M,210,10,0,none,60.8,44.6,30.15
2008-11-04 09,'2008-11-04 09:51 am CST,9,M,200,10,0,none,62.6,46.4,30.14
2008-11-04 10,'2008-11-04 10:51 am CST,8,M,200,10,0,none,64.4,46.4,30.13
2008-11-04 11,'2008-11-04 11:51 am CST,9,M,190,10,0,none,68,48.2,30.1
2008-11-04 24,'2008-11-04 12:51 pm CST,9,M,180,10,0,none,69.8,50,30.08
2008-11-04 13,'2008-11-04 01:51 pm CST,14,18,190,10,0,none,71.6,51.8,30.06
2008-11-04 14,'2008-11-04 02:51 pm CST,14,M,200,10,0,none,71.6,50,30.05
2008-11-04 15,'2008-11-04 03:51 pm CST,,M,,,,M,,,
2008-11-04 16,'2008-11-04 04:51 pm CST,,M,,,,M,,,
2008-11-04 17,'2008-11-04 05:51 pm CST,8,M,180,10,0,none,57.2,42.8,30.06
2008-11-04 18,'2008-11-04 06:51 pm CST,8,M,180,10,0,none,57.2,42.8,30.06
2008-11-04 19,'2008-11-04 07:51 pm CST,9,M,180,10,0,none,55.4,42.8,30.06
2008-11-04 20,'2008-11-04 08:51 pm CST,9,M,170,10,0,none,53.6,42.8,30.06
2008-11-04 21,'2008-11-04 09:51 pm CST,8,M,170,10,0,none,53.6,42.8,30.05
2008-11-04 22,'2008-11-04 10:51 pm CST,10,M,180,10,0,none,53.6,42.8,30.03
2008-11-04 23,'2008-11-04 11:51 pm CST,8,M,180,4,0,haze,51.8,42.8,30.02
2008-11-05 00,'2008-11-05 12:51 am CST,8,M,180,10,0,none,53.6,42.8,30.01
2008-11-05 01,'2008-11-05 01:51 am CST,8,M,170,10,0,none,50,42.8,30.02
2008-11-05 02,'2008-11-05 02:51 am CST,7,M,180,10,0,none,48.2,42.8,30.02
2008-11-05 03,'2008-11-05 03:51 am CST,9,M,180,10,0,none,51.8,42.8,30.02
2008-11-05 04,'2008-11-05 04:51 am CST,8,M,160,10,0,none,48.2,42.8,30.02
2008-11-05 05,'2008-11-05 05:51 am CST,8,M,170,9,0,none,48.2,42.8,30.01
2008-11-05 06,'2008-11-05 06:51 am CST,8,M,180,10,0,none,50,42.8,30
2008-11-05 07,'2008-11-05 07:51 am CST,8,M,170,10,0,none,53.6,44.6,30
2008-11-05 08,'2008-11-05 08:51 am CST,15,M,200,10,0,none,60.8,46.4,30
2008-11-05 09,'2008-11-05 09:51 am CST,18,28,200,10,0,none,64.4,48.2,29.99
2008-11-05 10,'2008-11-05 10:51 am CST,22,28,190,10,0,none,66.2,48.2,29.97
2008-11-05 11,'2008-11-05 11:51 am CST,23,29,190,10,0,none,69.8,48.2,29.94
2008-11-05 24,'2008-11-05 12:51 pm CST,22,29,190,10,0,none,71.6,48.2,29.91
2008-11-05 13,'2008-11-05 01:51 pm CST,21,29,180,10,0,none,69.8,46.4,29.9
2008-11-05 14,'2008-11-05 02:51 pm CST,18,29,180,10,0,none,69.8,46.4,29.89
2008-11-05 15,'2008-11-05 03:51 pm CST,20,30,180,10,0,none,69.8,46.4,29.88
2008-11-05 16,'2008-11-05 04:51 pm CST,17,24,180,10,0,none,66.2,46.4,29.89
2008-11-05 17,'2008-11-05 05:51 pm CST,13,M,170,10,0,none,64.4,46.4,29.91
2008-11-05 18,'2008-11-05 06:51 pm CST,13,M,180,10,0,none,62.6,46.4,29.91
2008-11-05 19,'2008-11-05 07:51 pm CST,12,M,170,10,0,none,62.6,46.4,29.9
2008-11-05 20,'2008-11-05 08:51 pm CST,13,M,170,10,0,none,62.6,46.4,29.9
2008-11-05 21,'2008-11-05 09:51 pm CST,13,M,170,10,0,none,60.8,44.6,29.89
2008-11-05 22,'2008-11-05 10:51 pm CST,13,M,170,10,0,none,60.8,44.6,29.89
2008-11-05 23,'2008-11-05 11:51 pm CST,12,M,180,10,0,none,60.8,44.6,29.89
2008-11-06 00,'2008-11-06 12:51 am CST,10,M,170,10,0,none,57.2,44.6,29.88
2008-11-06 01,'2008-11-06 01:51 am CST,12,M,180,10,0,none,57.2,44.6,29.87
2008-11-06 02,'2008-11-06 02:51 am CST,12,M,160,10,0,none,57.2,44.6,29.85
2008-11-06 03,'2008-11-06 03:51 am CST,12,M,160,10,0,none,55.4,44.6,29.84
2008-11-06 04,'2008-11-06 04:51 am CST,9,M,160,10,0,none,55.4,44.6,29.85
2008-11-06 05,'2008-11-06 05:51 am CST,12,M,170,10,0,none,55.4,44.6,29.84
2008-11-06 06,'2008-11-06 06:51 am CST,13,M,160,10,0,none,57.2,46.4,29.83
2008-11-06 07,'2008-11-06 07:51 am CST,17,M,170,10,0,none,59,46.4,29.82
2008-11-06 08,'2008-11-06 08:51 am CST,18,26,170,10,0,none,62.6,48.2,29.82
2008-11-06 09,'2008-11-06 09:51 am CST,20,26,160,10,0,none,62.6,48.2,29.8
2008-11-06 10,'2008-11-06 10:51 am CST,20,29,160,10,0,light rain,62.6,48.2,29.78
2008-11-06 11,'2008-11-06 11:51 am CST,21,28,170,10,0,light rain,64.4,51.8,29.76
2008-11-06 24,'2008-11-06 12:51 pm CST,17,24,180,3,0.08,rain,60.8,55.4,29.77
2008-11-06 13,'2008-11-06 01:51 pm CST,16,22,160,4,0.05,rain,60.8,55.4,29.76
2008-11-06 14,'2008-11-06 02:51 pm CST,17,M,160,3,0.1,heavy rain,59,55.4,29.76
2008-11-06 15,'2008-11-06 03:51 pm CST,15,M,170,3,0.05,light rain,59,55.4,29.76
2008-11-06 16,'2008-11-06 04:51 pm CST,16,26,190,3,0.04,rain,59,55.4,29.77
2008-11-06 17,'2008-11-06 05:51 pm CST,14,M,200,10,0.02,rain,57.2,51.8,29.78
2008-11-06 18,'2008-11-06 06:51 pm CST,9,M,190,10,0,none,57.2,53.6,29.78
2008-11-06 19,'2008-11-06 07:51 pm CST,10,M,200,10,0,none,57.2,53.6,29.78
2008-11-06 20,'2008-11-06 08:51 pm CST,9,M,230,10,0,none,55.4,46.4,29.79
2008-11-06 21,'2008-11-06 09:51 pm CST,6,M,220,10,0,none,51.8,44.6,29.8
2008-11-06 22,'2008-11-06 10:51 pm CST,7,M,180,10,0,none,46.4,42.8,29.8
2008-11-06 23,'2008-11-06 11:51 pm CST,8,M,170,10,0,none,44.6,39.2,29.8
2008-11-07 00,'2008-11-07 12:51 am CST,7,M,180,10,0,none,46.4,39.2,29.79
2008-11-07 01,'2008-11-07 01:51 am CST,8,M,180,10,0,none,46.4,39.2,29.79
2008-11-07 02,'2008-11-07 02:51 am CST,9,M,190,10,0,none,46.4,39.2,29.77
2008-11-07 03,'2008-11-07 03:51 am CST,7,M,180,10,0,none,42.8,37.4,29.76
2008-11-07 04,'2008-11-07 04:51 am CST,8,M,210,10,0,none,44.6,35.6,29.76
2008-11-07 05,'2008-11-07 05:51 am CST,6,M,210,10,0,none,41,35.6,29.75
2008-11-07 06,'2008-11-07 06:51 am CST,7,M,200,10,0,none,39.2,33.8,29.74
2008-11-07 07,'2008-11-07 07:51 am CST,6,M,200,10,0,none,42.8,33.8,29.74
2008-11-07 08,'2008-11-07 08:51 am CST,9,M,220,10,0,none,44.6,33.8,29.73
2008-11-07 09,'2008-11-07 09:51 am CST,14,M,210,10,0,none,44.6,33.8,29.71
2008-11-07 10,'2008-11-07 10:51 am CST,12,M,210,10,0,none,44.6,33.8,29.7
2008-11-07 11,'2008-11-07 11:51 am CST,17,M,210,10,0,none,44.6,33.8,29.67
2008-11-07 24,'2008-11-07 12:51 pm CST,15,22,230,10,0,none,42.8,33.8,29.66
2008-11-07 13,'2008-11-07 01:51 pm CST,15,24,210,10,0,none,41,32,29.66
2008-11-07 14,'2008-11-07 02:51 pm CST,14,25,220,10,0,light rain snow,39.2,32,29.68
2008-11-07 15,'2008-11-07 03:51 pm CST,12,M,230,9,0.02,light rain snow,37.4,32,29.69
2008-11-07 16,'2008-11-07 04:51 pm CST,8,M,210,10,0.01,rain snow,37.4,33.8,29.69
2008-11-07 17,'2008-11-07 05:51 pm CST,12,M,210,10,0,none,37.4,33.8,29.69
2008-11-07 18,'2008-11-07 06:51 pm CST,12,M,200,10,0,none,37.4,32,29.68
2008-11-07 19,'2008-11-07 07:51 pm CST,14,22,210,10,0,none,39.2,30.2,29.65
2008-11-07 20,'2008-11-07 08:51 pm CST,14,24,220,10,0,none,39.2,30.2,29.64
2008-11-07 21,'2008-11-07 09:51 pm CST,12,M,240,10,0,light rain snow,37.4,33.8,29.62
2008-11-07 22,'2008-11-07 10:51 pm CST,16,26,210,10,0.01,light rain snow,37.4,33.8,29.59
2008-11-07 23,'2008-11-07 11:51 pm CST,9,21,230,10,0.02,light rain snow,35.6,32,29.59
2008-11-08 00,'2008-11-08 12:51 am CST,14,24,230,10,0,light rain snow,35.6,32,29.58
2008-11-08 01,'2008-11-08 01:51 am CST,14,21,230,7,0,light rain snow,35.6,32,29.57
2008-11-08 02,'2008-11-08 02:51 am CST,14,23,240,10,0,light rain snow,35.6,32,29.57
2008-11-08 03,'2008-11-08 03:51 am CST,8,20,260,4,0,light rain snow,35.6,32,29.58
2008-11-08 04,'2008-11-08 04:51 am CST,12,M,250,7,0.05,light rain snow,35.6,32,29.59
2008-11-08 05,'2008-11-08 05:51 am CST,8,M,250,9,0,light rain,35.6,32,29.59
2008-11-08 06,'2008-11-08 06:51 am CST,12,20,240,10,0,rain,35.6,30.2,29.61
2008-11-08 07,'2008-11-08 07:51 am CST,20,26,240,10,0,none,35.6,30.2,29.61
2008-11-08 08,'2008-11-08 08:51 am CST,16,21,230,10,0,light rain snow,37.4,30.2,29.6
2008-11-08 09,'2008-11-08 09:51 am CST,15,24,240,10,0,light drizzle,37.4,32,29.6
2008-11-08 10,'2008-11-08 10:51 am CST,15,25,250,9,0,light rain,39.2,33.8,29.6
2008-11-08 11,'2008-11-08 11:51 am CST,14,24,260,10,0,light drizzle,39.2,33.8,29.6
2008-11-08 24,'2008-11-08 12:51 pm CST,16,23,250,10,0,drizzle,39.2,33.8,29.61
2008-11-08 13,'2008-11-08 01:51 pm CST,16,26,260,10,0,none,39.2,32,29.62
2008-11-08 14,'2008-11-08 02:51 pm CST,15,26,270,10,0,light rain,39.2,33.8,29.64
2008-11-08 15,'2008-11-08 03:51 pm CST,16,28,260,10,0,rain,39.2,32,29.67
2008-11-08 16,'2008-11-08 04:51 pm CST,13,22,270,10,0,none,37.4,32,29.69
2008-11-08 17,'2008-11-08 05:51 pm CST,14,23,260,10,0,light drizzle,37.4,33.8,29.71
2008-11-08 18,'2008-11-08 06:51 pm CST,12,M,270,10,0,light drizzle,37.4,33.8,29.72
2008-11-08 19,'2008-11-08 07:51 pm CST,14,M,270,10,0,drizzle,39.2,33.8,29.73
2008-11-08 20,'2008-11-08 08:51 pm CST,15,M,270,10,0,none,39.2,33.8,29.75
